block_id,street,barrio,tipo_c,red_jerarq,length_m,n_shapes,buses_hour,buses_hour_n,buses_hour_d,lines_gtfs,lines,n_lines
22404,PASAJE 19 BO. RIVADAVIA (SIN NOMBRE OFICIAL),Flores,CALLE,VÍA LOCAL,111.9,0,0,0,0,,,0
22405,MONTE,Parque Avellaneda,CALLE,VÍA LOCAL,57.3,0,0,0,0,,,0
22406,FERNANDEZ,Parque Avellaneda,CALLE,VÍA LOCAL,33.9,0,0,0,0,,,0
22407,"CASTRO, EMILIO AV.",,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,81.3,10,53.4,22.5,26.3,004 113,004 113,2
22408,LARRAZABAL AV.,Liniers,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,11.5,4,37.7,16.0,25.7,117,117,1
22409,SANTANDER,Flores,CALLE,VÍA LOCAL,70.6,0,0,0,0,,,0
22410,MANCO CAPAC,Flores,PASAJE,VÍA LOCAL,137.9,0,0,0,0,,,0
22411,LA PLATA AV.,Nueva Pompeya,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,80.0,34,92.9,48.6,57.1,015 085 112,015 085 112 119,4
22412,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Nueva Pompeya,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,41.8,10,34.4,22.7,19.0,101 143 150,101 143 150,3
22413,BARCO CENTENERA DEL,Nueva Pompeya,CALLE,VÍA LOCAL,166.3,8,94.0,35.0,45.0,042 044 135,042 044 135,3
22414,GRITO DE ASENCIO,Parque Patricios,CALLE,VÍA LOCAL,161.6,6,20.7,12.1,18.1,091 150,091 150,2
22415,CACHI,,CALLE,VÍA LOCAL,127.2,0,0,0,0,,,0
22416,ANCASTE,Nueva Pompeya,CALLE,VÍA LOCAL,126.8,0,0,0,0,,,0
22417,IGUAZU,Nueva Pompeya,CALLE,VÍA LOCAL,36.1,0,0,0,0,,,0
22418,SIN NOMBRE OFICIAL (ALT. AV EST. BONORINO 2100),Flores,CALLE,VÍA LOCAL,18.2,0,0,0,0,,,0
22419,"BONORINO, ESTEBAN, CNEL. AV.",Flores,AVENIDA,VÍA LOCAL,131.6,0,0,0,0,,,0
22420,DON PEDRO DE MENDOZA AV.,La Boca,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,383.8,0,0,0,0,,,0
22421,EL CERRO,Parque Avellaneda,PASAJE,VÍA LOCAL,78.1,0,0,0,0,,,0
22422,EL TALA,Parque Avellaneda,PASAJE,VÍA LOCAL,65.1,0,0,0,0,,,0
22423,TABARE,Nueva Pompeya,CALLE,VÍA LOCAL,50.1,0,0,0,0,,,0
22424,"MUJICA, JOSE PIO",Nueva Pompeya,CALLE,VÍA LOCAL,160.4,0,0,0,0,,,0
22425,GARZON EUGENIO GENERAL,Parque Avellaneda,CALLE,VÍA LOCAL,16.3,0,0,0,0,,,0
22426,BRUIX AV.,Parque Avellaneda,AVENIDA,VÍA LOCAL,158.6,0,0,0,0,,,0
22427,"BARROS PAZOS, JOSE",Nueva Pompeya,CALLE,VÍA LOCAL,50.7,0,0,0,0,,,0
22428,"VEDIA, AGUSTIN DE",Nueva Pompeya,CALLE,VÍA LOCAL,93.0,0,0,0,0,,,0
22429,CALIFORNIA,Barracas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,107.3,9,69.7,34.0,41.9,012 020 070 095 100,012 020 070 095 100,5
22430,VIEYTES,Barracas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,172.3,7,55.2,33.3,28.5,045 095 100 134,045 070 095 100 134,5
22431,TONELERO,Liniers,CALLE,VÍA DISTRIBUIDORA PRINCIPAL,67.2,0,0,0,0,,,0
22432,CAÑADA DE GOMEZ,Liniers,PASAJE,VÍA LOCAL,48.5,0,0,0,0,,,0
22433,"CASTRO, EMILIO AV.",,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,20.6,10,53.4,22.5,26.3,004 113,004 113,2
22434,ALPATACAL,Liniers,PASAJE,VÍA LOCAL,95.6,0,0,0,0,,,0
22435,CAFAYATE,Liniers,CALLE,VÍA LOCAL,73.1,0,0,0,0,,,0
22436,"RECUERO, CASIMIRO, TTE. CNEL.",Parque Avellaneda,CALLE,VÍA LOCAL,69.1,5,17.1,7.0,14.0,046 114,046 114,2
22437,MARTINEZ CASTRO,Parque Avellaneda,CALLE,VÍA LOCAL,62.2,5,17.1,7.0,14.0,046 114,046 114,2
22438,ACASSUSO,Liniers,CALLE,VÍA LOCAL,173.3,0,0,0,0,,,0
22439,MURGUIONDO,Liniers,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,146.6,0,0,0,0,,,0
22440,"RODO, JOSE E.",Parque Avellaneda,CALLE,VÍA LOCAL,100.1,0,0,0,0,,,0
22441,ESCALADA AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,153.5,0,0,0,0,,,0
22442,QUILMES,Nueva Pompeya,CALLE,VÍA LOCAL,62.3,0,0,0,0,,,0
22443,LA PLATA AV.,Nueva Pompeya,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,22.4,34,92.9,48.6,57.1,015 085 112,015 085 112 119,4
22444,ZELADA,Mataderos,CALLE,VÍA LOCAL,103.7,0,0,0,0,,,0
22445,FONROUGE,Mataderos,CALLE,VÍA LOCAL,101.0,0,0,0,0,,,0
22446,"PERON, EVA AV.",Parque Avellaneda,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,44.7,30,150.3,84.2,78.9,007 046 050 056 086 097 101 103,007 046 050 056 086 097 101 103 145,9
22447,ALVARADO,Barracas,CALLE,VÍA LOCAL,103.8,0,0,0,0,,,0
22448,SANTA ELENA,Barracas,CALLE,VÍA LOCAL,180.4,0,0,0,0,,,0
22449,"ALVAREZ, CRISOSTOMO",Flores,CALLE,VÍA LOCAL,102.2,1,10.0,6.0,4.0,101,101,1
22450,PORTELA,Flores,CALLE,VÍA LOCAL,128.3,0,0,0,0,,,0
22451,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Nueva Pompeya,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,109.7,10,34.4,20.7,19.0,101 143 150,101 143 150,3
22452,BARCO CENTENERA DEL,Nueva Pompeya,CALLE,VÍA LOCAL,21.4,12,117.4,47.5,62.1,042 044 135 150,042 044 135 150,4
22453,DIRECTORIO AV.,Parque Avellaneda,AVENIDA,VÍA LOCAL,67.9,25,108.2,45.4,54.1,055 092 126 180,055 092 126 180,4
22454,RIO CUARTO,La Boca,CALLE,VÍA LOCAL,148.3,0,0,0,0,,,0
22455,REGIMIENTO DE PATRICIOS AV.,,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,67.1,9,59.2,32.0,32.4,039 093,039 093,2
22456,"GARCIA GRANDE DE ZEQUEIRA, SEVERO",Mataderos,CALLE,VÍA LOCAL,102.8,0,0,0,0,,,0
22457,POLA,Mataderos,CALLE,VÍA LOCAL,58.2,0,0,0,0,,,0
22458,ZUVIRIA,Flores,CALLE,VÍA LOCAL,62.9,2,6.0,0.0,0.0,180,180,1
22459,PERGAMINO,Flores,CALLE,VÍA LOCAL,69.3,0,0,0,0,,,0
22460,"IRIARTE, GRAL.",Barracas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,101.8,15,85.4,48.1,41.3,010 020 024 033 070 074 093,010 020 024 033 070 074 093,7
22461,ISABEL LA CATOLICA,Barracas,CALLE,VÍA LOCAL,88.4,0,0,0,0,,,0
22462,BRAGADO,Mataderos,CALLE,VÍA LOCAL,103.5,0,0,0,0,,,0
22463,ARAUJO,Mataderos,CALLE,VÍA LOCAL,158.5,0,0,0,0,,,0
22464,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Nueva Pompeya,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,56.6,20,66.3,38.9,38.0,101 143 150,101 143 150,3
22465,"ALCORTA, AMANCIO AV.",,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,60.7,9,28.2,19.2,16.5,046 188,046 188,2
22466,MONTEAGUDO,Nueva Pompeya,CALLE,VÍA LOCAL,45.7,7,18.2,15.8,10.5,188,188,1
22467,GARCIA DE COSSIO,Liniers,CALLE,VÍA LOCAL,86.4,0,0,0,0,,,0
22468,PILAR,Liniers,CALLE,VÍA LOCAL,155.8,4,14.2,3.9,6.7,080,080,1
22469,PEPIRI,Parque Patricios,CALLE,VÍA LOCAL,127.1,1,3.0,2.1,4.3,150,150,1
22470,ANCASTE,Nueva Pompeya,CALLE,VÍA LOCAL,127.5,0,0,0,0,,,0
22471,ATUEL,Nueva Pompeya,CALLE,VÍA LOCAL,38.0,0,0,0,0,,,0
22472,"CHILAVERT, MARTINIANO, CORONEL",Nueva Pompeya,CALLE,VÍA LOCAL,51.3,0,0,0,0,,,0
22473,CACIQUE,Nueva Pompeya,PASAJE,VÍA LOCAL,138.2,0,0,0,0,,,0
22474,GRITO DE ASENCIO,Nueva Pompeya,CALLE,VÍA LOCAL,127.1,6,20.7,12.1,18.1,091 150,091 150,2
22475,"EINSTEIN, ALBERTO",Nueva Pompeya,CALLE,VÍA LOCAL,127.3,0,0,0,0,,,0
22477,ANCASTE,Nueva Pompeya,CALLE,VÍA LOCAL,19.8,0,0,0,0,,,0
22479,CHASCOMUS,Parque Avellaneda,CALLE,VÍA LOCAL,65.1,0,0,0,0,,,0
22480,"CUNNINGHAME GRAHAM, ROBERTO",Parque Avellaneda,PASAJE,VÍA LOCAL,136.1,0,0,0,0,,,0
22481,"MEANA, BENITO, CNEL.",Barracas,CALLE,VÍA LOCAL,171.7,0,0,0,0,,,0
22482,LUNA,Barracas,CALLE,VÍA LOCAL,142.8,0,0,0,0,,,0
22483,CALIFORNIA,Barracas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,96.5,4,25.7,12.0,13.5,095 100,095 100,2
22484,SAN ANTONIO,Barracas,CALLE,VÍA LOCAL,173.2,4,25.7,12.0,13.5,095 100,095 100,2
22485,ALVARADO,Barracas,CALLE,VÍA LOCAL,53.6,0,0,0,0,,,0
22486,PERDRIEL,Barracas,CALLE,VÍA LOCAL,161.5,0,0,0,0,,,0
22487,ERCILLA,Liniers,CALLE,VÍA LOCAL,71.8,0,0,0,0,,,0
22489,PRIMERA JUNTA,Parque Avellaneda,CALLE,VÍA LOCAL,141.8,0,0,0,0,,,0
22490,LACARRA AV.,Parque Avellaneda,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,142.2,2,6.0,0.0,0.0,180,180,1
22491,REMEDIOS,Parque Avellaneda,CALLE,VÍA LOCAL,110.3,0,0,0,0,,,0
22492,OLIVERA AV.,Parque Avellaneda,AVENIDA,VÍA LOCAL,158.1,14,78.5,39.2,31.6,005 007 046 107,005 007 008 046 107,5
22493,MOZART,Parque Avellaneda,CALLE,VÍA LOCAL,118.2,0,0,0,0,,,0
22494,CAÑADA DE GOMEZ,Liniers,CALLE,VÍA LOCAL,47.0,0,0,0,0,,,0
22495,ALVARADO,Barracas,CALLE,VÍA LOCAL,66.2,0,0,0,0,,,0
22496,SANTANDER,Flores,CALLE,VÍA LOCAL,63.3,0,0,0,0,,,0
22497,"MARTI, JOSE",Flores,CALLE,VÍA LOCAL,138.1,0,0,0,0,,,0
22498,"RECUERO, CASIMIRO, TTE. CNEL.",Parque Avellaneda,CALLE,VÍA LOCAL,42.6,0,0,0,0,,,0
22499,"CALAZA, JOSE MARIA",Parque Avellaneda,PASAJE,VÍA LOCAL,101.8,0,0,0,0,,,0
22500,ARTIGAS MANUEL DE,Mataderos,CALLE,VÍA LOCAL,103.3,0,0,0,0,,,0
22501,MIRALLA,Mataderos,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,72.5,2,16.6,8.0,9.0,047,047,1
22502,HERNANDARIAS,La Boca,CALLE,VÍA LOCAL,59.9,0,0,0,0,,,0
22503,MONTE,Parque Avellaneda,CALLE,VÍA LOCAL,49.5,0,0,0,0,,,0
22504,"IRIARTE, GRAL.",Barracas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,114.7,17,100.2,52.1,50.8,010 020 024 033 070 074 093 095,010 020 024 033 070 074 093 095,8
22505,"MONTES DE OCA, MANUEL AV.",Barracas,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,86.1,29,188.5,102.2,98.6,010 012 017 022 024 033 074 098 133 154,010 012 017 022 024 033 074 098 133 154,10
22506,ALVARADO,Barracas,CALLE,VÍA LOCAL,66.0,0,0,0,0,,,0
22507,LUZURIAGA,Barracas,CALLE,VÍA LOCAL,78.2,0,0,0,0,,,0
22509,JUANA DE ARCO,Nueva Pompeya,PASAJE,VÍA LOCAL,169.4,0,0,0,0,,,0
22510,RIO CUARTO,Barracas,CALLE,VÍA LOCAL,122.3,3,16.8,8.0,8.4,093,093,1
22511,AZARA,Barracas,CALLE,VÍA LOCAL,68.6,0,0,0,0,,,0
22512,ALVARADO,Barracas,CALLE,VÍA LOCAL,73.4,0,0,0,0,,,0
22513,ROCHDALE,Barracas,PASAJE,VÍA LOCAL,78.0,0,0,0,0,,,0
22514,GRITO DE ASENCIO,Nueva Pompeya,CALLE,VÍA LOCAL,129.3,6,20.7,12.1,18.1,091 150,091 150,2
22515,"OCHOA, ENRIQUE",Nueva Pompeya,CALLE,VÍA LOCAL,127.3,0,0,0,0,,,0
22516,ALVARADO,Barracas,CALLE,VÍA LOCAL,77.3,0,0,0,0,,,0
22517,VELEZ SARSFIELD AV.,Barracas,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,160.7,27,76.5,29.9,59.1,037 046 079,037 046 079,3
22518,EL CERRO,Parque Avellaneda,PASAJE,VÍA LOCAL,67.8,0,0,0,0,,,0
22519,MARTINEZ CASTRO,Parque Avellaneda,CALLE,VÍA LOCAL,65.7,0,0,0,0,,,0
22520,ALMAFUERTE AV.,Nueva Pompeya,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,107.8,33,138.7,62.0,66.0,006 015 028 031 032 075 085 112 115 128,006 015 028 031 032 075 085 112 115 128 164,11
22521,SAENZ AV.,Nueva Pompeya,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,52.0,66,236.6,132.2,113.7,006 009 015 028 031 032 075 085 091 112 115 128 150 160,006 009 015 028 031 032 075 085 091 112 115 128 150 160 164,15
22522,"SPIRO, SAMUEL, CAPITAN",Mataderos,PASAJE,VÍA LOCAL,103.7,0,0,0,0,,,0
22523,FONROUGE,Mataderos,CALLE,VÍA LOCAL,63.5,0,0,0,0,,,0
22524,TAPALQUE,Mataderos,CALLE,VÍA LOCAL,103.1,0,0,0,0,,,0
22525,BASUALDO,Mataderos,CALLE,VÍA LOCAL,156.8,0,0,0,0,,,0
22526,ECHEANDIA,Parque Avellaneda,CALLE,VÍA LOCAL,77.7,0,0,0,0,,,0
22527,EL TALA,Parque Avellaneda,PASAJE,VÍA LOCAL,73.3,0,0,0,0,,,0
22528,"TABORDA, DIOGENES",Parque Patricios,CALLE,VÍA LOCAL,87.4,0,0,0,0,,,0
22529,CAAGUAZU,Liniers,CALLE,VÍA LOCAL,84.0,0,0,0,0,,,0
22530,"GORDILLO, TIMOTEO",Liniers,CALLE,VÍA LOCAL,147.9,0,0,0,0,,,0
22532,IRALA,La Boca,CALLE,VÍA LOCAL,108.7,0,0,0,0,,,0
22533,TANDIL,Parque Avellaneda,CALLE,VÍA LOCAL,142.1,0,0,0,0,,,0
22534,WHITE,Parque Avellaneda,CALLE,VÍA LOCAL,130.9,0,0,0,0,,,0
22535,ALVARADO,Barracas,CALLE,VÍA LOCAL,83.5,0,0,0,0,,,0
22536,GARZON EUGENIO GENERAL,Parque Avellaneda,CALLE,VÍA LOCAL,72.5,0,0,0,0,,,0
22537,MORETO,Parque Avellaneda,CALLE,VÍA LOCAL,140.9,0,0,0,0,,,0
22538,LAFUENTE AV.,Flores,AVENIDA,VÍA LOCAL,138.3,2,12.3,7.5,2.7,076,076,1
22539,"CHILAVERT, MARTINIANO, CORONEL",Nueva Pompeya,CALLE,VÍA LOCAL,47.1,0,0,0,0,,,0
22540,LA CONSTANCIA,Nueva Pompeya,PASAJE,VÍA LOCAL,133.2,0,0,0,0,,,0
22541,PATRON,Liniers,CALLE,VÍA LOCAL,96.0,0,0,0,0,,,0
22542,CAFAYATE,Liniers,CALLE,VÍA LOCAL,73.6,0,0,0,0,,,0
22543,"CASTRO, EMILIO AV.",,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,102.9,10,53.4,22.5,26.3,004 113,004 113,2
22544,PIERES,Liniers,CALLE,VÍA LOCAL,101.7,0,0,0,0,,,0
22545,"ALVAREZ, CRISOSTOMO",Flores,CALLE,VÍA LOCAL,64.2,1,10.0,6.0,4.0,101,101,1
22546,DON SEGUNDO SOMBRA,Flores,PASAJE,VÍA LOCAL,128.5,0,0,0,0,,,0
22547,"PERON, EVA AV.",Parque Avellaneda,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,59.6,30,150.3,84.2,78.9,007 046 050 056 086 097 101 103,007 046 050 056 086 097 101 103 145,9
22548,LAGUNA,Parque Avellaneda,CALLE,VÍA LOCAL,170.5,1,8.0,4.1,3.0,007,007,1
22549,"IRIARTE, GRAL.",Barracas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,93.3,18,120.2,62.1,65.8,010 012 020 024 033 070 074 093 095,010 012 020 024 033 070 074 093 095,9
22550,"HORNOS, GRAL.",Barracas,CALLE,VÍA LOCAL,158.1,25,95.5,58.3,54.0,051 098 148 195,051 098 148 195,4
22551,CALIFORNIA,Barracas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,101.4,0,0,0,0,,,0
22552,GONCALVES DIAS,Barracas,CALLE,VÍA LOCAL,173.3,0,0,0,0,,,0
22553,TILCARA AV.,Nueva Pompeya,AVENIDA,VÍA LOCAL,265.9,0,0,0,0,,,0
22555,LA PLATA AV.,Nueva Pompeya,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,119.6,34,92.9,48.6,57.1,015 085 112,015 085 112 119,4
22556,ATUEL,Nueva Pompeya,CALLE,VÍA LOCAL,138.3,0,0,0,0,,,0
22557,RIO CUARTO,Barracas,CALLE,VÍA LOCAL,95.4,3,16.8,8.0,8.4,093,093,1
22558,"JOVELLANOS, GASPAR M. DE",Barracas,CALLE,VÍA LOCAL,69.9,0,0,0,0,,,0
22559,DIRECTORIO AV.,Parque Avellaneda,AVENIDA,VÍA LOCAL,68.2,25,108.2,45.4,54.1,055 092 126 180,055 092 126 180,4
22560,HOMERO,Parque Avellaneda,CALLE,VÍA LOCAL,118.9,1,3.6,3.0,3.0,180,180,1
22561,"ALBERDI, JUAN BAUTISTA AV.",Mataderos,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,102.6,33,120.0,67.0,79.2,049 055 063 088 096 180,049 055 063 088 096 180,6
22562,ALBARIÑO,Mataderos,CALLE,VÍA LOCAL,149.6,2,16.9,8.0,9.0,047,047,1
22563,FOURNIER,Nueva Pompeya,CALLE,VÍA LOCAL,125.8,0,0,0,0,,,0
22564,"MUJICA, JOSE PIO",Nueva Pompeya,CALLE,VÍA LOCAL,129.3,0,0,0,0,,,0
22565,ALVARADO,Barracas,CALLE,VÍA LOCAL,138.9,0,0,0,0,,,0
22566,"MUZILLI, CAROLINA",Mataderos,CALLE,VÍA LOCAL,102.5,0,0,0,0,,,0
22567,POLA,Mataderos,CALLE,VÍA LOCAL,72.3,0,0,0,0,,,0
22568,ANCASTE,Nueva Pompeya,CALLE,VÍA LOCAL,225.6,0,0,0,0,,,0
22570,CAÑADA DE GOMEZ,Liniers,CALLE,VÍA LOCAL,45.6,0,0,0,0,,,0
22571,ALVARADO,Barracas,CALLE,VÍA LOCAL,73.6,0,0,0,0,,,0
22572,"MAGALDI, AGUSTIN",Barracas,CALLE,VÍA LOCAL,28.4,0,0,0,0,,,0
22573,ALPATACAL,Liniers,PASAJE,VÍA LOCAL,86.4,0,0,0,0,,,0
22574,PILAR,Liniers,CALLE,VÍA LOCAL,73.1,4,14.2,3.9,6.7,080,080,1
22575,CALIFORNIA,Barracas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,103.0,0,0,0,0,,,0
22576,"RECUERO, CASIMIRO, TTE. CNEL.",Parque Avellaneda,CALLE,VÍA LOCAL,46.2,0,0,0,0,,,0
22577,VINCHINA,Parque Avellaneda,PASAJE,VÍA LOCAL,91.4,0,0,0,0,,,0
22578,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Nueva Pompeya,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,41.7,20,66.3,38.9,38.0,101 143 150,101 143 150,3
22579,"GOMEZ, INDALECIO",Nueva Pompeya,PASAJE,VÍA LOCAL,170.7,0,0,0,0,,,0
22580,GRITO DE ASENCIO,Nueva Pompeya,CALLE,VÍA LOCAL,117.4,6,20.7,12.1,18.1,091 150,091 150,2
22582,"RAMIREZ, CARLOS M.",Nueva Pompeya,CALLE,VÍA LOCAL,113.8,0,0,0,0,,,0
22583,"MUJICA, JOSE PIO",Nueva Pompeya,CALLE,VÍA LOCAL,23.0,0,0,0,0,,,0
22584,MONTE,Parque Avellaneda,CALLE,VÍA LOCAL,51.3,0,0,0,0,,,0
22585,"SCHMIDL, ULRICO",Liniers,CALLE,VÍA LOCAL,127.2,0,0,0,0,,,0
22586,OLIDEN,Liniers,CALLE,VÍA LOCAL,147.7,0,0,0,0,,,0
22587,"IRIARTE, GRAL.",Barracas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,104.1,22,150.6,78.1,78.8,010 012 020 024 033 070 074 093 095 100 134,010 012 020 024 033 070 074 093 095 100 134,11
22588,HERRERA,Barracas,CALLE,VÍA LOCAL,148.5,26,99.1,65.5,60.3,065 095 100 129 148,065 095 100 129 148,5
22589,PIZARRO,Mataderos,CALLE,VÍA LOCAL,100.2,0,0,0,0,,,0
22590,PIERES,Mataderos,CALLE,VÍA LOCAL,34.7,0,0,0,0,,,0
22591,"RODO, JOSE E.",Mataderos,CALLE,VÍA LOCAL,106.1,0,0,0,0,,,0
22592,GUARDIA NACIONAL,Mataderos,CALLE,VÍA LOCAL,154.2,0,0,0,0,,,0
22593,CACHI,,CALLE,VÍA LOCAL,127.5,0,0,0,0,,,0
22594,ACASSUSO,Liniers,CALLE,VÍA LOCAL,105.2,0,0,0,0,,,0
22595,"LEGUIZAMON, MARTINIANO",Liniers,CALLE,VÍA LOCAL,146.7,0,0,0,0,,,0
22596,TONELERO,Liniers,CALLE,VÍA DISTRIBUIDORA PRINCIPAL,107.4,0,0,0,0,,,0
22597,COSQUIN,Liniers,CALLE,VÍA LOCAL,125.2,0,0,0,0,,,0
22598,PRIMERA JUNTA,Parque Avellaneda,CALLE,VÍA LOCAL,68.3,0,0,0,0,,,0
22599,"BERMUDEZ, ANTONIO",Parque Avellaneda,PASAJE,VÍA LOCAL,190.1,0,0,0,0,,,0
22600,RIO CUARTO,Barracas,CALLE,VÍA LOCAL,103.1,3,16.8,8.0,8.4,093,093,1
22601,ISABEL LA CATOLICA,Barracas,CALLE,VÍA LOCAL,71.3,2,14.8,4.0,9.5,095,095,1
22602,ALVARADO,Barracas,CALLE,VÍA LOCAL,292.9,0,0,0,0,,,0
22603,"HERNANDEZ, JOSE",Belgrano,CALLE,VÍA DISTRIBUIDORA PRINCIPAL,76.0,42,165.3,74.5,112.7,015 029 042 055 060 064 118,015 029 042 055 060 064 118,7
22604,SANTA MAGDALENA,Barracas,CALLE,VÍA LOCAL,173.5,1,13.3,4.0,6.0,045,045,1
22605,ANCASTE,Nueva Pompeya,CALLE,VÍA LOCAL,127.1,0,0,0,0,,,0
22606,"TABORDA, DIOGENES",Nueva Pompeya,CALLE,VÍA LOCAL,39.7,0,0,0,0,,,0
22607,BRAGADO,Mataderos,CALLE,VÍA LOCAL,102.8,0,0,0,0,,,0
22608,CORVALAN,Mataderos,CALLE,VÍA LOCAL,153.3,0,0,0,0,,,0
22609,ESTERO BELLACO,Liniers,CALLE,VÍA LOCAL,147.3,0,0,0,0,,,0
22610,CARHUE,Liniers,CALLE,VÍA LOCAL,124.9,0,0,0,0,,,0
22611,"CHILAVERT, MARTINIANO, CORONEL",Nueva Pompeya,CALLE,VÍA LOCAL,50.4,0,0,0,0,,,0
22612,"VEDIA, AGUSTIN DE",Nueva Pompeya,CALLE,VÍA LOCAL,128.0,0,0,0,0,,,0
22613,"GARCIA GRANDE DE ZEQUEIRA, SEVERO",Mataderos,CALLE,VÍA LOCAL,103.9,0,0,0,0,,,0
22614,FONROUGE,Mataderos,CALLE,VÍA LOCAL,60.4,0,0,0,0,,,0
22615,GARCIA DE COSSIO,Liniers,CALLE,VÍA LOCAL,99.1,0,0,0,0,,,0
22616,"DE LA TORRE, LISANDRO",Liniers,CALLE,VÍA LOCAL,157.2,4,14.6,8.0,6.7,080,080,1
22617,VELAZQUEZ,Flores,CALLE,VÍA LOCAL,61.1,0,0,0,0,,,0
22618,MANCO CAPAC,Flores,PASAJE,VÍA LOCAL,137.6,0,0,0,0,,,0
22619,ZELADA,Mataderos,CALLE,VÍA LOCAL,117.8,0,0,0,0,,,0
22620,LARRAZABAL AV.,Mataderos,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,138.3,4,37.7,16.0,25.7,117,117,1
22621,ESTERO BELLACO,Liniers,CALLE,VÍA LOCAL,91.3,0,0,0,0,,,0
22622,"ORIGONE, MANUEL FELIX, TTE",Liniers,PASAJE,VÍA LOCAL,124.8,0,0,0,0,,,0
22623,"AMEGHINO, FLORENTINO, DR.",Parque Avellaneda,CALLE,VÍA LOCAL,152.6,0,0,0,0,,,0
22624,ESTERO BELLACO,Liniers,CALLE,VÍA LOCAL,51.0,0,0,0,0,,,0
22625,MONTIEL,Liniers,CALLE,VÍA LOCAL,124.9,3,13.0,6.0,4.7,004,004,1
22626,ECHEANDIA,Parque Avellaneda,CALLE,VÍA LOCAL,66.6,0,0,0,0,,,0
22627,MARTINEZ CASTRO,Parque Avellaneda,CALLE,VÍA LOCAL,73.7,0,0,0,0,,,0
22628,ESTERO BELLACO,Liniers,CALLE,VÍA LOCAL,64.6,0,0,0,0,,,0
22629,"PAULA Y RODRIGUEZ ALVES, JOSE DE",Liniers,PASAJE,VÍA LOCAL,125.1,0,0,0,0,,,0
22630,CHASCOMUS,Parque Avellaneda,CALLE,VÍA LOCAL,100.1,0,0,0,0,,,0
22631,ESCALADA AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,136.3,0,0,0,0,,,0
22633,"ALBERDI, JUAN BAUTISTA AV.",Mataderos,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,52.0,33,120.0,67.0,79.2,049 055 063 088 096 180,049 055 063 088 096 180,6
22634,TANDIL,Parque Avellaneda,CALLE,VÍA LOCAL,68.1,0,0,0,0,,,0
22635,LA CORDILLERA,Parque Avellaneda,PASAJE,VÍA LOCAL,129.8,0,0,0,0,,,0
22636,DON PEDRO DE MENDOZA AV.,La Boca,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,64.1,0,0,0,0,,,0
22637,HERNANDARIAS,La Boca,CALLE,VÍA LOCAL,119.0,0,0,0,0,,,0
22638,ESTERO BELLACO,Liniers,CALLE,VÍA LOCAL,48.4,0,0,0,0,,,0
22639,"SUAREZ, JOSE LEON",Liniers,CALLE,VÍA LOCAL,125.1,3,13.0,6.0,4.7,004,004,1
22640,"ALVAREZ, CRISOSTOMO",Flores,CALLE,VÍA LOCAL,62.9,1,10.0,6.0,4.0,101,101,1
22641,PERGAMINO,Flores,CALLE,VÍA LOCAL,128.1,0,0,0,0,,,0
